wavelength,absorbance
239.9932199,-0.099955965
240.0897371,-0.082100641
240.2827715,-0.076849075
240.2827715,-0.080000015
240.3792887,-0.057943438
240.3792887,-0.062144691
240.3792887,-0.06529563
240.4758059,-0.036937175
240.4758059,-0.040088114
240.4758059,-0.044289367
240.4758059,-0.049540933
240.4758059,-0.052691872
240.5723231,-0.029584983
240.6205817,-0.026434043
240.8136161,-0.026434043
240.8618747,-0.022232791
240.8618747,-0.029584983
240.9583919,-0.010679346
241.0549091,-0.023283104
241.0549091,-0.029584983
241.1514263,-0.040088114
241.2479435,-0.036937175
241.4409779,-0.035886862
241.5374951,-0.040088114
241.6822709,-0.034311392
241.7305295,-0.030635296
241.8270468,-0.040088114
241.8270468,-0.044289367
241.923564,-0.055842812
241.9718226,-0.050591246
242.0200812,-0.041138428
242.0200812,-0.04533968
242.1165984,-0.030635296
242.164857,-0.035886862
242.2131156,-0.040088114
242.2131156,-0.04533968
242.2131156,-0.049540933
242.3096328,-0.055842812
242.3578914,-0.061094378
242.3578914,-0.064245317
242.5026672,-0.056893125
242.5991844,-0.062144691
242.6957016,-0.069496883
242.7922188,-0.074748449
242.7922188,-0.078949702
242.7922188,-0.083150954
242.7922188,-0.086301894
242.888736,-0.09155346
242.888736,-0.095754712
243.0817704,-0.099955965
243.0817704,-0.104157218
243.0817704,-0.107308157
243.1782876,-0.093654086
243.2265462,-0.08840252
243.371322,-0.087352207
243.4678392,-0.066345944
243.4678392,-0.075798762
243.5643564,-0.053742186
243.7091322,-0.039037801
243.7573908,-0.034836549
243.853908,-0.04533968
243.853908,-0.049540933
243.853908,-0.053742186
243.853908,-0.056893125
243.853908,-0.062144691
243.9504253,-0.06844657
243.9504253,-0.072647823
243.9504253,-0.076849075
243.9504253,-0.080000015
244.0469425,-0.087352207
244.0469425,-0.09155346
244.2399769,-0.10835847
244.3364941,-0.11150941
244.5295285,-0.070547196
244.5295285,-0.074748449
244.5295285,-0.080000015
244.5295285,-0.086301894
244.6260457,-0.04849062
244.6260457,-0.055842812
244.6260457,-0.060044065
244.6260457,-0.063195004
244.7225629,-0.030635296
244.7225629,-0.034836549
244.7225629,-0.039037801
244.8190801,-0.00542778
244.8190801,-0.011729659
244.8190801,-0.015930912
244.8190801,-0.019081851
244.8190801,-0.024333417
244.9638559,-0.000701371
245.0121145,0.002974726
245.1086317,-0.007528406
245.1086317,-0.011729659
245.1086317,-0.014880598
245.1086317,-0.019081851
245.2051489,-0.024333417
245.2051489,-0.030635296
245.2051489,-0.034836549
245.2051489,-0.039037801
245.2051489,-0.042188741
245.3016661,-0.047440307
245.3016661,-0.050591246
245.3016661,-0.055842812
245.3016661,-0.060044065
245.3016661,-0.063195004
245.3981833,-0.06844657
245.3981833,-0.072647823
245.5429591,-0.081050328
245.5429591,-0.084726424
245.7842521,-0.074748449
245.7842521,-0.078949702
245.8807693,-0.06844657
245.9772866,-0.055842812
245.9772866,-0.060044065
246.0738038,-0.04849062
246.1381486,-0.044989576
246.2668382,-0.036937175
246.2668382,-0.040088114
246.411614,-0.04533968
246.4598726,-0.041138428
246.6046484,-0.051641559
246.652907,-0.055842812
246.7494242,-0.066345944
246.7976828,-0.061619534
246.9424586,-0.051641559
246.9424586,-0.055842812
246.9424586,-0.060044065
247.0389758,-0.039037801
247.0389758,-0.043239054
247.0389758,-0.046389993
247.135493,-0.022232791
247.135493,-0.026434043
247.135493,-0.030635296
247.135493,-0.033786235
247.2320102,0.002974726
247.2320102,-0.001226527
247.2320102,-0.00542778
247.2320102,-0.009629032
247.2320102,-0.014880598
247.3285274,0.015578484
247.3285274,0.011377231
247.3285274,0.007175978
247.4250446,0.026081615
247.4250446,0.020830049
247.5215618,0.036584747
247.5215618,0.032383494
247.618079,0.046037565
247.618079,0.041836313
247.8111134,0.044987252
247.8111134,0.040786
247.8111134,0.03763506
247.9076306,0.032383494
247.9076306,0.028182242
247.9076306,0.025031302
248.0041478,0.019779736
248.0041478,0.015578484
248.1006651,-0.001226527
248.1006651,-0.004377467
248.1971823,-0.010679346
248.1971823,-0.015930912
248.1971823,-0.020132164
248.1971823,-0.024333417
248.1971823,-0.02853467
248.2936995,-0.034836549
248.2936995,-0.039037801
248.5832511,-0.041138428
248.5832511,-0.04533968
248.6797683,-0.030635296
248.6797683,-0.034836549
248.7762855,-0.016981225
248.7762855,-0.02538373
248.8728027,-0.008578719
248.9210613,-0.004902623
248.9693199,-0.001226527
249.0658371,0.009276605
249.0658371,0.005075352
249.1623543,0.026081615
249.1623543,0.021880363
249.1623543,0.01767911
249.2588715,0.031333181
249.4036473,0.040260843
249.4197335,0.034834225
249.4519059,0.044987252
249.5484231,0.030282868
249.5484231,0.021880363
249.5966817,0.026606772
249.7414575,0.026081615
249.9023195,0.032383494
249.9344919,0.038685373
249.9344919,0.027131928
250.0792677,0.021355206
250.1275263,0.026081615
250.1275263,0.01767911
250.1275263,0.013477857
250.2240436,0.042886626
250.2240436,0.031333181
250.2723022,0.03763506
250.2723022,0.033433807
250.3205608,0.028182242
250.3205608,0.025031302
250.417078,0.020830049
250.417078,0.016628797
250.6101124,0.002974726
250.6101124,-0.001226527
250.6101124,-0.00542778
250.6101124,-0.008578719
250.7066296,0.011377231
250.7066296,0.008226291
250.7548882,0.01610364
250.8031468,0.019779736
250.9479226,0.009801761
250.9961812,0.006125665
251.0926984,0.01452817
