wavelength,absorbance
240.011983,-0.136547986
240.011983,-0.139077811
240.011983,-0.141607636
240.011983,-0.14413746
240.011983,-0.146667285
240.011983,-0.14919711
240.011983,-0.151726934
240.011983,-0.154256759
240.011983,-0.169435707
240.1086463,-0.154256759
240.1086463,-0.156786584
240.1086463,-0.159316408
240.1086463,-0.161846233
240.1086463,-0.164376058
240.1086463,-0.166905882
240.1086463,-0.169435707
240.1086463,-0.171965532
240.2053095,-0.169435707
240.2053095,-0.171965532
240.3019727,-0.171965532
240.3986359,-0.169435707
240.3986359,-0.171965532
240.4952992,-0.171965532
240.5919624,-0.169435707
240.5919624,-0.171965532
240.6886256,-0.171965532
240.7852888,-0.14919711
240.7852888,-0.151726934
240.7852888,-0.154256759
240.7852888,-0.156786584
240.7852888,-0.164376058
240.7852888,-0.166905882
240.7852888,-0.169435707
240.7852888,-0.171965532
240.881952,-0.141607636
240.881952,-0.14413746
240.881952,-0.146667285
240.881952,-0.14919711
240.881952,-0.151726934
240.881952,-0.154256759
240.881952,-0.156786584
240.881952,-0.159316408
240.881952,-0.161846233
240.881952,-0.164376058
240.881952,-0.166905882
240.881952,-0.169435707
240.881952,-0.171965532
240.9786153,-0.113779564
240.9786153,-0.116309389
240.9786153,-0.118839214
240.9786153,-0.121369038
240.9786153,-0.123898863
240.9786153,-0.126428688
240.9786153,-0.128958512
240.9786153,-0.131488337
240.9786153,-0.134018162
240.9786153,-0.136547986
240.9786153,-0.139077811
240.9786153,-0.141607636
241.0752785,-0.123898863
241.0752785,-0.126428688
241.0752785,-0.128958512
241.1719417,-0.126428688
241.1719417,-0.128958512
241.2686049,-0.126428688
241.2686049,-0.128958512
241.3652681,-0.126428688
241.3652681,-0.128958512
241.4619314,-0.126428688
241.4619314,-0.128958512
241.5585946,-0.126428688
241.5585946,-0.128958512
241.6552578,-0.126428688
241.6552578,-0.128958512
241.751921,-0.126428688
241.751921,-0.128958512
241.8485843,-0.123898863
241.8485843,-0.126428688
241.8485843,-0.128958512
241.9452475,-0.11124974
241.9452475,-0.113779564
241.9452475,-0.116309389
241.9452475,-0.118839214
241.9452475,-0.121369038
241.9452475,-0.123898863
241.9452475,-0.126428688
241.9452475,-0.128958512
242.0419107,-0.083421668
242.0419107,-0.085951493
242.0419107,-0.088481317
242.0419107,-0.091011142
242.0419107,-0.093540967
242.0419107,-0.096070792
242.0419107,-0.098600616
242.0419107,-0.101130441
242.0419107,-0.103660266
242.0419107,-0.10619009
