wavelength,absorbance
239.9428885,-0.025600646
239.9428885,-0.027671025
240.0395387,-0.025600646
240.0395387,-0.027671025
240.1361889,-0.021459887
240.1361889,-0.023530266
240.1361889,-0.025600646
240.2328391,-0.021459887
240.2328391,-0.023530266
240.3294893,-0.019389508
240.3294893,-0.021459887
240.4261395,-0.019389508
240.4261395,-0.021459887
240.5227897,-0.015248749
240.5227897,-0.017319128
240.6194399,-0.015248749
240.6194399,-0.017319128
240.7160901,-0.015248749
240.7160901,-0.017319128
240.8127403,-0.015248749
240.8127403,-0.017319128
240.9093904,-0.01110799
240.9093904,-0.01317837
240.9093904,-0.015248749
241.0060406,-0.01110799
241.0060406,-0.01317837
241.1026908,-0.01110799
241.1026908,-0.01317837
241.199341,-0.01110799
241.199341,-0.01317837
241.2959912,-0.01110799
241.2959912,-0.01317837
241.3926414,-0.01110799
241.3926414,-0.01317837
241.4892916,-0.01110799
241.4892916,-0.01317837
241.5859418,-0.01110799
241.5859418,-0.01317837
241.682592,-0.01110799
241.682592,-0.01317837
241.7792422,-0.01110799
241.7792422,-0.01317837
241.8758924,-0.01110799
241.8758924,-0.01317837
241.9725426,-0.01110799
241.9725426,-0.01317837
242.0691928,-0.01317837
242.0691928,-0.015248749
242.0691928,-0.017319128
242.1658429,-0.01317837
242.1658429,-0.015248749
242.2624931,-0.01110799
242.2624931,-0.01317837
242.3591433,-0.01110799
242.3591433,-0.01317837
242.4557935,-0.01110799
242.4557935,-0.01317837
242.5524437,-0.01110799
242.5524437,-0.01317837
242.6490939,-0.01317837
242.6490939,-0.015248749
242.6490939,-0.017319128
242.7457441,-0.015248749
242.7457441,-0.017319128
242.8423943,-0.01110799
242.8423943,-0.01317837
242.9390445,-0.01110799
242.9390445,-0.01317837
243.0356947,-0.01110799
243.0356947,-0.01317837
243.1323449,-0.01110799
243.1323449,-0.01317837
243.2289951,-0.01110799
243.2289951,-0.01317837
243.3256452,-0.01110799
243.3256452,-0.01317837
243.4222954,-0.009037611
243.4222954,-0.01110799
243.4222954,-0.01317837
243.5189456,-0.006967232
243.5189456,-0.009037611
243.6155958,-0.004896852
243.6155958,-0.006967232
243.712246,-0.004896852
243.712246,-0.006967232
243.8088962,-0.004896852
243.8088962,-0.006967232
243.9055464,-0.002826473
243.9055464,-0.004896852
243.9055464,-0.006967232
244.0021966,-0.000756094
244.0021966,-0.002826473
244.0021966,-0.004896852
244.0988468,0.001314286
244.0988468,-0.000756094
244.0988468,-0.002826473
244.195497,0.001314286
244.195497,-0.000756094
244.2921472,0.001314286
244.2921472,-0.000756094
244.3887974,0.001314286
244.3887974,-0.000756094
244.4854476,0.003384665
244.4854476,0.001314286
244.4854476,-0.000756094
244.5820977,0.005455044
244.5820977,0.003384665
244.6787479,0.003384665
244.7753981,0.007525424
244.7753981,0.005455044
244.7753981,0.003384665
244.8720483,0.007525424
244.8720483,0.005455044
244.9686985,0.007525424
244.9686985,0.005455044
245.0653487,0.007525424
245.0653487,0.005455044
245.1619989,0.007525424
245.1619989,0.005455044
245.2586491,0.007525424
245.2586491,0.005455044
245.3552993,0.007525424
245.3552993,0.005455044
245.4519495,0.009595803
245.4519495,0.007525424
245.4519495,0.005455044
245.5485997,0.011666182
245.5485997,0.009595803
245.6452499,0.009595803
245.6452499,0.007525424
245.7419001,0.007525424
245.7419001,0.005455044
245.8385502,0.007525424
245.8385502,0.005455044
245.9352004,0.007525424
245.9352004,0.005455044
246.0318506,0.007525424
246.0318506,0.005455044
246.1285008,0.009595803
246.1285008,0.007525424
246.1285008,0.005455044
246.225151,0.013736562
246.225151,0.011666182
246.225151,0.009595803
246.3218012,0.013736562
246.3218012,0.011666182
246.4184514,0.015806941
246.4184514,0.013736562
246.5151016,0.01787732
246.5151016,0.015806941
246.6117518,0.0199477
246.6117518,0.01787732
246.6117518,0.015806941
246.708402,0.024088458
246.708402,0.022018079
246.708402,0.0199477
246.8050522,0.026158838
246.8050522,0.024088458
246.9017024,0.028229217
246.9017024,0.026158838
246.9983526,0.030299596
246.9983526,0.028229217
246.9983526,0.026158838
247.0950027,0.034440355
247.0950027,0.032369976
247.0950027,0.030299596
247.1916529,0.036510734
247.1916529,0.034440355
247.1916529,0.032369976
247.2883031,0.040651493
247.2883031,0.038581114
247.2883031,0.036510734
247.3849533,0.042721872
247.3849533,0.040651493
247.3849533,0.038581114
247.4816035,0.046862631
247.4816035,0.044792252
247.4816035,0.042721872
247.5782537,0.05100339
247.5782537,0.04893301
247.5782537,0.046862631
247.6749039,0.053073769
247.6749039,0.05100339
247.6749039,0.04893301
247.7715541,0.057214528
247.7715541,0.055144149
247.7715541,0.053073769
247.8682043,0.057214528
247.8682043,0.055144149
247.9648545,0.057214528
247.9648545,0.055144149
248.0615047,0.059284907
248.0615047,0.057214528
248.0615047,0.055144149
248.1581549,0.063425666
248.1581549,0.061355287
248.1581549,0.059284907
248.2548051,0.067566425
248.2548051,0.065496045
248.2548051,0.063425666
248.3514552,0.067566425
248.3514552,0.065496045
248.4481054,0.069636804
248.4481054,0.067566425
248.4481054,0.065496045
248.5447556,0.069636804
248.5447556,0.067566425
248.6414058,0.073777563
248.6414058,0.071707183
248.6414058,0.069636804
248.738056,0.075847942
248.738056,0.073777563
248.738056,0.071707183
248.8347062,0.077918321
248.8347062,0.075847942
248.9313564,0.077918321
248.9313564,0.075847942
249.0280066,0.079988701
249.0280066,0.077918321
249.0280066,0.075847942
249.1246568,0.08205908
249.1246568,0.079988701
249.221307,0.084129459
249.221307,0.08205908
249.3179572,0.084129459
249.3179572,0.08205908
249.4146074,0.084129459
249.4146074,0.08205908
249.5112576,0.084129459
249.5112576,0.08205908
249.6079077,0.084129459
249.6079077,0.08205908
249.7045579,0.086199839
249.7045579,0.084129459
249.7045579,0.08205908
249.8012081,0.086199839
249.8012081,0.084129459
249.8978583,0.090340597
249.8978583,0.088270218
249.8978583,0.086199839
249.9945085,0.090340597
249.9945085,0.088270218
250.0911587,0.092410977
250.0911587,0.090340597
250.0911587,0.088270218
250.1878089,0.096551735
250.1878089,0.094481356
250.1878089,0.092410977
250.2844591,0.096551735
250.2844591,0.094481356
250.3811093,0.096551735
250.3811093,0.094481356
250.4777595,0.096551735
250.4777595,0.094481356
250.5744097,0.096551735
250.5744097,0.094481356
250.6710599,0.096551735
250.6710599,0.094481356
250.76771,0.096551735
250.76771,0.094481356
250.8643602,0.098622115
250.8643602,0.096551735
250.9610104,0.100692494
250.9610104,0.098622115
251.0576606,0.100692494
251.0576606,0.098622115
251.1543108,0.100692494
251.1543108,0.098622115
251.250961,0.102762873
251.250961,0.100692494
251.250961,0.098622115
251.3476112,0.102762873
251.3476112,0.100692494
251.4442614,0.102762873
251.4442614,0.100692494
251.5409116,0.106903632
251.5409116,0.104833253
251.5409116,0.102762873
251.6375618,0.106903632
251.6375618,0.104833253
251.734212,0.108974011
251.734212,0.106903632
251.734212,0.104833253
251.8308622,0.111044391
251.8308622,0.108974011
251.9275124,0.111044391
251.9275124,0.108974011
252.0241625,0.115185149
252.0241625,0.11311477
252.0241625,0.111044391
252.1208127,0.119325908
252.1208127,0.117255529
252.1208127,0.115185149
252.2174629,0.121396287
252.2174629,0.119325908
252.3141131,0.129677805
252.3141131,0.127607425
252.3141131,0.125537046
252.3141131,0.123466667
252.3141131,0.121396287
252.4107633,0.135888943
252.4107633,0.133818563
252.4107633,0.131748184
252.4107633,0.129677805
252.4107633,0.127607425
252.4107633,0.125537046
252.5074135,0.142100081
252.5074135,0.140029701
252.5074135,0.137959322
252.5074135,0.135888943
252.5074135,0.133818563
252.5074135,0.131748184
252.6040637,0.148311219
252.6040637,0.146240839
252.6040637,0.14417046
252.6040637,0.142100081
252.6040637,0.140029701
252.6040637,0.137959322
252.7007139,0.154522357
252.7007139,0.152451977
252.7007139,0.150381598
252.7007139,0.148311219
252.7007139,0.146240839
252.7973641,0.162803874
252.7973641,0.160733495
252.7973641,0.158663115
252.7973641,0.156592736
252.7973641,0.154522357
252.7973641,0.152451977
252.8940143,0.173155771
252.8940143,0.171085391
252.8940143,0.169015012
252.8940143,0.166944633
252.8940143,0.164874253
252.8940143,0.162803874
252.8940143,0.160733495
252.8940143,0.158663115
252.9906645,0.181437288
252.9906645,0.179366909
252.9906645,0.177296529
252.9906645,0.17522615
252.9906645,0.173155771
252.9906645,0.171085391
252.9906645,0.169015012
252.9906645,0.166944633
