wavelength,absorbance
240.0207585,0.0342205
240.1173653,0.017115416
240.1173653,0.014671833
240.1173653,0.012228249
240.1173653,0.009784666
240.1173653,0.007341083
240.1173653,0.004897499
240.1173653,0.002453916
240.1173653,1.03323E-05
240.1173653,-0.002433251
240.1173653,-0.004876835
240.1173653,-0.007320418
240.1173653,-0.009764001
240.1173653,-0.012207585
240.1173653,-0.014651168
240.1173653,-0.017094752
240.1173653,-0.019538335
240.2139721,0.014671833
240.2139721,-0.014651168
240.2139721,-0.017094752
240.2139721,-0.019538335
240.4071856,-0.146604673
240.4071856,-0.149048256
240.6003992,-0.009764001
240.6003992,-0.012207585
240.6003992,-0.014651168
240.6003992,-0.017094752
240.6003992,-0.019538335
240.6003992,-0.021981919
240.6003992,-0.024425502
240.6003992,-0.026869085
240.6003992,-0.029312669
240.6003992,-0.031756252
240.6003992,-0.034199836
240.6003992,-0.036643419
240.6003992,-0.039087002
240.6003992,-0.041530586
240.6003992,-0.043974169
240.6003992,-0.046417753
240.6003992,-0.048861336
240.6003992,-0.05130492
240.6003992,-0.053748503
240.697006,-0.009764001
240.697006,-0.012207585
240.697006,-0.014651168
240.697006,-0.017094752
240.697006,-0.019538335
240.697006,-0.021981919
240.697006,-0.024425502
240.697006,-0.026869085
240.697006,-0.029312669
240.697006,-0.031756252
240.697006,-0.034199836
240.697006,-0.036643419
240.697006,-0.039087002
240.697006,-0.041530586
240.697006,-0.043974169
240.697006,-0.046417753
240.697006,-0.048861336
240.697006,-0.05130492
240.697006,-0.053748503
240.7936128,-0.014651168
240.7936128,-0.021981919
240.7936128,-0.024425502
240.7936128,-0.026869085
240.7936128,-0.029312669
240.8902196,-0.026869085
240.8902196,-0.029312669
240.9868263,-0.002433251
240.9868263,-0.004876835
240.9868263,-0.007320418
240.9868263,-0.009764001
240.9868263,-0.012207585
240.9868263,-0.014651168
240.9868263,-0.017094752
240.9868263,-0.019538335
241.0834331,-0.004876835
241.0834331,-0.007320418
241.0834331,-0.009764001
241.0834331,-0.012207585
241.0834331,-0.014651168
241.0834331,-0.017094752
241.0834331,-0.019538335
241.0834331,-0.021981919
241.1800399,-0.095289421
241.1800399,-0.097733005
241.1800399,-0.100176588
241.1800399,-0.102620171
241.1800399,-0.105063755
241.1800399,-0.107507338
241.1800399,-0.109950922
241.1800399,-0.112394505
241.1800399,-0.114838089
241.1800399,-0.117281672
241.1800399,-0.119725255
241.1800399,-0.127056006
241.1800399,-0.134386756
241.1800399,-0.136830339
241.1800399,-0.139273923
241.2766467,-0.097733005
241.2766467,-0.100176588
241.2766467,-0.102620171
241.2766467,-0.105063755
241.2766467,-0.107507338
241.2766467,-0.109950922
241.2766467,-0.112394505
241.2766467,-0.114838089
241.2766467,-0.117281672
241.2766467,-0.119725255
241.2766467,-0.122168839
241.2766467,-0.124612422
241.2766467,-0.127056006
241.2766467,-0.129499589
241.2766467,-0.131943172
241.2766467,-0.134386756
241.2766467,-0.136830339
241.2766467,-0.139273923
241.3732535,-0.019538335
