wavelength,absorbance
239.9471947,-0.003753995
239.9471947,-0.004584988
240.0440044,-0.003753995
240.0440044,-0.004584988
240.1408141,-0.002923002
240.1408141,-0.003753995
240.1408141,-0.004584988
240.2376238,-0.00209201
240.2376238,-0.002923002
240.3344334,-0.00209201
240.3344334,-0.002923002
240.4312431,-0.001261017
240.4312431,-0.00209201
240.4312431,-0.002923002
240.5280528,-0.000430024
240.5280528,-0.001261017
240.5280528,-0.00209201
240.6248625,-0.000430024
240.6248625,-0.001261017
240.7216722,0.000400969
240.7216722,-0.000430024
240.8184818,0.000400969
240.8184818,-0.000430024
240.9152915,0.000400969
240.9152915,-0.000430024
241.0121012,0.001231961
241.0121012,0.000400969
241.0121012,-0.000430024
241.1089109,0.002062954
241.1089109,0.001231961
241.2057206,0.002893947
241.2057206,0.002062954
241.2057206,0.001231961
241.3025303,0.002893947
241.3025303,0.002062954
241.3993399,0.002893947
241.3993399,0.002062954
241.4961496,0.004555932
241.4961496,0.003724939
241.4961496,0.002893947
241.5929593,0.004555932
241.5929593,0.003724939
241.689769,0.005386925
241.689769,0.004555932
241.7865787,0.005386925
241.7865787,0.004555932
241.8833883,0.00704891
241.8833883,0.006217918
241.980198,0.00704891
241.980198,0.006217918
242.0770077,0.008710896
242.0770077,0.007879903
242.0770077,0.00704891
242.1738174,0.008710896
242.1738174,0.007879903
242.2706271,0.008710896
242.2706271,0.007879903
242.3674367,0.009541889
242.3674367,0.008710896
242.4642464,0.009541889
242.4642464,0.008710896
242.5610561,0.011203874
242.5610561,0.010372881
242.5610561,0.009541889
242.6578658,0.011203874
242.6578658,0.010372881
242.7546755,0.012034867
242.7546755,0.011203874
242.8514851,0.01286586
242.8514851,0.012034867
242.8514851,0.011203874
242.9482948,0.013696852
242.9482948,0.01286586
242.9482948,0.012034867
243.0451045,0.013696852
243.0451045,0.01286586
243.1419142,0.014527845
243.1419142,0.013696852
243.2387239,0.016189831
243.2387239,0.015358838
243.3355336,0.016189831
243.3355336,0.015358838
243.4323432,0.017851816
243.4323432,0.017020823
243.5291529,0.018682809
243.5291529,0.017851816
243.6259626,0.020344794
243.6259626,0.019513801
243.6259626,0.018682809
243.7227723,0.021175787
243.7227723,0.020344794
243.819582,0.02200678
243.819582,0.021175787
243.9163916,0.022837772
243.9163916,0.02200678
244.0132013,0.024499758
244.0132013,0.023668765
244.0132013,0.022837772
244.110011,0.024499758
244.110011,0.023668765
244.2068207,0.025330751
244.2068207,0.024499758
244.3036304,0.026992736
244.3036304,0.026161743
244.40044,0.027823729
244.40044,0.026992736
244.4972497,0.029485714
244.4972497,0.028654722
244.5940594,0.0311477
244.5940594,0.030316707
244.5940594,0.029485714
244.6908691,0.031978692
244.6908691,0.0311477
244.6908691,0.030316707
244.7876788,0.033640678
244.7876788,0.032809685
244.8844884,0.034471671
244.8844884,0.033640678
244.9812981,0.036133656
244.9812981,0.035302663
244.9812981,0.034471671
245.0781078,0.037795642
245.0781078,0.036964649
245.0781078,0.036133656
245.1749175,0.038626634
245.1749175,0.037795642
245.1749175,0.036964649
245.2717272,0.038626634
245.2717272,0.037795642
245.3685369,0.04028862
245.3685369,0.039457627
245.3685369,0.038626634
245.4653465,0.041119613
245.4653465,0.04028862
245.5621562,0.042781598
245.5621562,0.041950605
245.5621562,0.041119613
245.6589659,0.043612591
245.6589659,0.042781598
245.6589659,0.041950605
245.7557756,0.045274576
245.7557756,0.044443584
245.7557756,0.043612591
245.8525853,0.046936562
245.8525853,0.046105569
245.8525853,0.045274576
245.9493949,0.047767554
245.9493949,0.046936562
246.0462046,0.04942954
246.0462046,0.048598547
246.1430143,0.050260533
246.1430143,0.04942954
246.239824,0.051922518
246.239824,0.051091525
246.3366337,0.053584504
246.3366337,0.052753511
246.3366337,0.051922518
246.4334433,0.054415496
246.4334433,0.053584504
246.530253,0.056077482
246.530253,0.055246489
246.530253,0.054415496
246.6270627,0.056908475
246.6270627,0.056077482
246.6270627,0.055246489
246.7238724,0.05857046
246.7238724,0.057739467
246.7238724,0.056908475
246.8206821,0.05857046
246.8206821,0.057739467
246.9174917,0.060232446
246.9174917,0.059401453
246.9174917,0.05857046
247.0143014,0.061063438
247.0143014,0.060232446
247.1111111,0.062725424
247.1111111,0.061894431
247.1111111,0.061063438
247.2079208,0.063556416
247.2079208,0.062725424
247.3047305,0.065218402
247.3047305,0.064387409
247.3047305,0.063556416
247.4015402,0.066049395
247.4015402,0.065218402
247.4983498,0.06771138
247.4983498,0.066880387
247.5951595,0.06771138
247.5951595,0.066880387
247.6919692,0.069373366
247.6919692,0.068542373
247.6919692,0.06771138
247.7887789,0.070204358
247.7887789,0.069373366
247.8855886,0.071866344
247.8855886,0.071035351
247.8855886,0.070204358
247.9823982,0.073528329
247.9823982,0.072697337
247.9823982,0.071866344
248.0792079,0.074359322
248.0792079,0.073528329
248.0792079,0.072697337
248.1760176,0.076021308
248.1760176,0.075190315
248.1760176,0.074359322
248.2728273,0.0768523
248.2728273,0.076021308
248.369637,0.0768523
248.4664466,0.078514286
248.4664466,0.077683293
248.4664466,0.0768523
248.5632563,0.080176271
248.5632563,0.079345278
248.5632563,0.078514286
248.660066,0.081007264
248.660066,0.080176271
248.660066,0.079345278
248.7568757,0.081007264
248.8536854,0.082669249
248.8536854,0.081838257
248.8536854,0.081007264
248.950495,0.083500242
248.950495,0.082669249
248.950495,0.081838257
249.0473047,0.085162228
249.0473047,0.084331235
249.0473047,0.083500242
249.1441144,0.087655206
249.1441144,0.086824213
249.1441144,0.08599322
249.1441144,0.085162228
249.2409241,0.089317191
249.2409241,0.088486199
249.2409241,0.087655206
249.2409241,0.086824213
249.2409241,0.08599322
249.3377338,0.090148184
249.3377338,0.089317191
249.3377338,0.088486199
249.4345435,0.091810169
249.4345435,0.090979177
249.4345435,0.090148184
249.5313531,0.092641162
249.5313531,0.091810169
249.6281628,0.093472155
249.6281628,0.092641162
249.7249725,0.096796126
249.7249725,0.095965133
249.7249725,0.09513414
249.7249725,0.094303148
249.8217822,0.098458111
249.8217822,0.097627119
249.8217822,0.096796126
249.9185919,0.099289104
249.9185919,0.098458111
250.0154015,0.101782082
250.0154015,0.10095109
250.0154015,0.100120097
250.0154015,0.099289104
250.1122112,0.103444068
250.1122112,0.102613075
250.2090209,0.107599031
250.2090209,0.105937046
250.2090209,0.105106053
250.2090209,0.104275061
250.2090209,0.103444068
250.3058306,0.107599031
250.3058306,0.106768039
250.3058306,0.105937046
250.4026403,0.109261017
250.4026403,0.108430024
250.4994499,0.112584988
250.4994499,0.111753995
250.4994499,0.110923002
250.4994499,0.11009201
250.5962596,0.114246973
250.5962596,0.113415981
250.5962596,0.112584988
250.6930693,0.117570944
250.6930693,0.116739952
250.6930693,0.115908959
250.6930693,0.115077966
250.6930693,0.114246973
250.789879,0.11923293
250.789879,0.118401937
250.789879,0.117570944
250.789879,0.116739952
250.8866887,0.122556901
250.8866887,0.121725908
250.8866887,0.120063923
250.8866887,0.11923293
250.9834983,0.125049879
250.9834983,0.124218886
250.9834983,0.123387893
250.9834983,0.122556901
250.9834983,0.121725908
250.9834983,0.120894915
251.080308,0.125880872
251.080308,0.125049879
251.080308,0.124218886
251.080308,0.123387893
251.1771177,0.126711864
251.1771177,0.125880872
251.2739274,0.130035835
251.2739274,0.129204843
251.2739274,0.12837385
251.2739274,0.127542857
251.3707371,0.131697821
251.3707371,0.130866828
251.3707371,0.130035835
251.4675468,0.134190799
251.4675468,0.133359806
251.4675468,0.132528814
251.4675468,0.131697821
251.5643564,0.135852785
251.5643564,0.135021792
251.5643564,0.134190799
251.5643564,0.133359806
251.5643564,0.132528814
251.6611661,0.138345763
251.6611661,0.13751477
251.6611661,0.136683777
251.6611661,0.135852785
251.6611661,0.135021792
251.7579758,0.139176755
251.7579758,0.138345763
251.7579758,0.13751477
251.7579758,0.136683777
251.8547855,0.141669734
251.8547855,0.140838741
251.8547855,0.140007748
251.8547855,0.139176755
251.9515952,0.143331719
251.9515952,0.142500726
251.9515952,0.141669734
251.9515952,0.140838741
252.0484048,0.144162712
252.0484048,0.143331719
252.1452145,0.147486683
252.1452145,0.14665569
252.1452145,0.145824697
252.1452145,0.144993705
252.1452145,0.144162712
252.2420242,0.149148668
252.2420242,0.148317676
252.2420242,0.147486683
252.2420242,0.14665569
252.2420242,0.145824697
252.3388339,0.149979661
252.3388339,0.149148668
252.3388339,0.148317676
252.4356436,0.152472639
252.4356436,0.151641646
252.4356436,0.150810654
252.4356436,0.149979661
252.5324532,0.154134625
252.5324532,0.153303632
252.5324532,0.152472639
252.5324532,0.151641646
252.5324532,0.150810654
252.6292629,0.15579661
252.6292629,0.154965617
252.6292629,0.154134625
252.7260726,0.156627603
252.7260726,0.15579661
252.7260726,0.154965617
252.8228823,0.157458596
252.8228823,0.156627603
252.919692,0.159120581
252.919692,0.158289588
253.0165017,0.160782567
253.0165017,0.159951574
253.1133113,0.162444552
253.1133113,0.161613559
253.1133113,0.160782567
253.210121,0.163275545
253.210121,0.162444552
253.3069307,0.16493753
253.3069307,0.164106538
253.3069307,0.163275545
253.4037404,0.165768523
253.4037404,0.16493753
253.5005501,0.167430508
253.5005501,0.166599516
253.5005501,0.165768523
253.5973597,0.169092494
253.5973597,0.168261501
253.5973597,0.167430508
253.6941694,0.170754479
253.6941694,0.169923487
253.6941694,0.169092494
253.6941694,0.168261501
253.7909791,0.171585472
253.7909791,0.170754479
253.7909791,0.169923487
253.8877888,0.173247458
253.8877888,0.172416465
253.8877888,0.171585472
253.9845985,0.17407845
253.9845985,0.173247458
253.9845985,0.172416465
254.0814081,0.175740436
254.0814081,0.174909443
254.0814081,0.17407845
254.1782178,0.175740436
254.1782178,0.174909443
254.2750275,0.176571429
254.2750275,0.175740436
254.3718372,0.178233414
254.3718372,0.177402421
254.3718372,0.176571429
254.4686469,0.1798954
254.4686469,0.179064407
254.4686469,0.178233414
254.5654565,0.1798954
254.5654565,0.179064407
254.6622662,0.180726392
254.7590759,0.182388378
254.7590759,0.181557385
254.7590759,0.180726392
254.8558856,0.182388378
254.8558856,0.181557385
254.9526953,0.184050363
254.9526953,0.18321937
254.9526953,0.182388378
255.049505,0.184881356
255.049505,0.184050363
255.1463146,0.184881356
255.1463146,0.184050363
255.2431243,0.186543341
255.2431243,0.185712349
255.339934,0.188205327
255.339934,0.187374334
255.339934,0.186543341
255.4367437,0.188205327
255.4367437,0.187374334
255.5335534,0.18903632
255.5335534,0.188205327
255.630363,0.18903632
255.630363,0.188205327
255.7271727,0.190698305
255.7271727,0.189867312
255.8239824,0.190698305
255.8239824,0.189867312
255.9207921,0.192360291
255.9207921,0.191529298
255.9207921,0.190698305
256.0176018,0.193191283
256.0176018,0.192360291
256.1144114,0.193191283
256.1144114,0.192360291
256.2112211,0.193191283
256.2112211,0.192360291
256.3080308,0.194853269
256.3080308,0.194022276
256.3080308,0.193191283
256.4048405,0.194853269
256.4048405,0.194022276
256.5016502,0.195684262
256.5016502,0.194853269
256.5984598,0.196515254
256.5984598,0.195684262
256.5984598,0.194853269
256.6952695,0.196515254
256.6952695,0.195684262
256.6952695,0.194853269
256.7920792,0.197346247
256.7920792,0.196515254
256.8888889,0.197346247
256.8888889,0.196515254
256.9856986,0.199008232
256.9856986,0.19817724
257.0825083,0.199008232
257.0825083,0.19817724
257.1793179,0.199839225
257.1793179,0.199008232
257.2761276,0.199839225
257.2761276,0.199008232
257.3729373,0.200670218
257.3729373,0.199839225
257.3729373,0.199008232
257.469747,0.201501211
257.469747,0.200670218
257.5665567,0.201501211
257.5665567,0.200670218
257.6633663,0.201501211
257.6633663,0.200670218
257.760176,0.203163196
257.760176,0.202332203
257.760176,0.201501211
257.8569857,0.203163196
257.8569857,0.202332203
257.8569857,0.201501211
257.9537954,0.203994189
257.9537954,0.203163196
258.0506051,0.203994189
258.0506051,0.203163196
258.1474147,0.203994189
258.1474147,0.203163196
258.2442244,0.205656174
258.2442244,0.204825182
258.3410341,0.205656174
258.3410341,0.204825182
258.4378438,0.206487167
258.4378438,0.205656174
258.5346535,0.20731816
258.5346535,0.206487167
258.5346535,0.205656174
258.6314631,0.206487167
258.6314631,0.205656174
258.7282728,0.208149153
258.7282728,0.20731816
258.8250825,0.208149153
258.8250825,0.20731816
258.9218922,0.208149153
258.9218922,0.20731816
259.0187019,0.208149153
259.0187019,0.20731816
259.1155116,0.208149153
259.1155116,0.20731816
259.2123212,0.208980145
259.2123212,0.208149153
259.3091309,0.208980145
259.4059406,0.208980145
259.5027503,0.208980145
259.59956,0.208980145
259.6963696,0.208980145
259.7931793,0.209811138
259.7931793,0.208980145
259.889989,0.208980145
259.9867987,0.208980145
260.0836084,0.209811138
260.0836084,0.208980145
260.0836084,0.208149153
260.180418,0.208980145
260.180418,0.208149153
260.2772277,0.208980145
260.2772277,0.208149153
260.3740374,0.208980145
260.3740374,0.208149153
260.4708471,0.209811138
260.4708471,0.208980145
260.4708471,0.208149153
260.5676568,0.208980145
260.5676568,0.208149153
260.6644664,0.208980145
260.7612761,0.208149153
260.7612761,0.20731816
260.8580858,0.208149153
260.8580858,0.20731816
260.9548955,0.208149153
260.9548955,0.20731816
261.0517052,0.208149153
261.0517052,0.20731816
261.1485149,0.208149153
261.1485149,0.20731816
261.2453245,0.208149153
261.2453245,0.20731816
261.3421342,0.208149153
261.3421342,0.20731816
261.4389439,0.20731816
261.4389439,0.206487167
261.4389439,0.205656174
261.5357536,0.206487167
261.5357536,0.205656174
261.6325633,0.206487167
261.6325633,0.205656174
261.7293729,0.206487167
261.7293729,0.205656174
261.8261826,0.205656174
261.8261826,0.204825182
261.9229923,0.205656174
261.9229923,0.204825182
262.019802,0.205656174
262.019802,0.204825182
262.1166117,0.204825182
262.1166117,0.203994189
262.1166117,0.203163196
262.2134213,0.203994189
262.2134213,0.203163196
262.310231,0.203994189
262.310231,0.203163196
262.4070407,0.203994189
262.4070407,0.203163196
262.4070407,0.202332203
262.5038504,0.203163196
262.5038504,0.202332203
262.5038504,0.201501211
262.6006601,0.203163196
262.6006601,0.202332203
262.6974697,0.202332203
262.6974697,0.201501211
262.6974697,0.200670218
262.7942794,0.201501211
262.7942794,0.200670218
262.8910891,0.201501211
262.8910891,0.200670218
262.8910891,0.199839225
262.9878988,0.199839225
262.9878988,0.199008232
262.9878988,0.19817724
263.0847085,0.199008232
263.0847085,0.19817724
263.1815182,0.199008232
263.1815182,0.19817724
263.1815182,0.197346247
263.1815182,0.196515254
263.2783278,0.197346247
263.2783278,0.196515254
263.2783278,0.195684262
263.3751375,0.195684262
263.3751375,0.194853269
263.4719472,0.195684262
263.4719472,0.194853269
263.4719472,0.194022276
263.5687569,0.194022276
263.5687569,0.193191283
263.6655666,0.193191283
263.6655666,0.192360291
263.7623762,0.193191283
263.7623762,0.192360291
263.7623762,0.191529298
263.8591859,0.191529298
263.8591859,0.190698305
263.8591859,0.189867312
263.9559956,0.190698305
263.9559956,0.189867312
263.9559956,0.18903632
263.9559956,0.188205327
264.0528053,0.18903632
264.0528053,0.188205327
264.0528053,0.187374334
264.149615,0.187374334
264.149615,0.186543341
264.149615,0.185712349
264.2464246,0.185712349
264.2464246,0.184881356
264.3432343,0.184881356
264.3432343,0.184050363
264.3432343,0.18321937
264.440044,0.18321937
264.440044,0.182388378
264.440044,0.181557385
264.5368537,0.182388378
264.5368537,0.181557385
264.5368537,0.180726392
264.6336634,0.180726392
264.6336634,0.1798954
264.6336634,0.179064407
264.730473,0.1798954
264.730473,0.179064407
264.730473,0.178233414
264.8272827,0.178233414
264.8272827,0.177402421
264.8272827,0.176571429
264.9240924,0.176571429
264.9240924,0.175740436
265.0209021,0.175740436
265.0209021,0.174909443
265.0209021,0.17407845
265.1177118,0.17407845
265.1177118,0.173247458
265.1177118,0.172416465
265.2145215,0.172416465
265.2145215,0.171585472
265.2145215,0.170754479
265.3113311,0.171585472
265.3113311,0.170754479
265.3113311,0.169923487
265.4081408,0.169923487
265.4081408,0.169092494
265.4081408,0.168261501
265.5049505,0.168261501
265.5049505,0.167430508
265.5049505,0.166599516
265.6017602,0.167430508
265.6017602,0.166599516
265.6017602,0.165768523
265.6985699,0.165768523
265.6985699,0.16493753
265.6985699,0.164106538
265.7953795,0.164106538
265.7953795,0.163275545
265.8921892,0.163275545
265.8921892,0.162444552
265.8921892,0.161613559
265.9889989,0.162444552
265.9889989,0.161613559
265.9889989,0.160782567
266.0858086,0.160782567
266.0858086,0.159951574
266.0858086,0.159120581
266.1826183,0.159120581
266.1826183,0.158289588
266.1826183,0.157458596
266.2794279,0.158289588
266.2794279,0.157458596
266.3762376,0.157458596
266.3762376,0.156627603
266.4730473,0.156627603
266.4730473,0.15579661
266.4730473,0.154965617
266.569857,0.154965617
266.569857,0.154134625
266.6666667,0.154134625
266.6666667,0.153303632
266.6666667,0.152472639
266.7634763,0.153303632
266.7634763,0.152472639
266.860286,0.152472639
266.860286,0.151641646
266.860286,0.150810654
266.9570957,0.151641646
266.9570957,0.150810654
266.9570957,0.149979661
267.0539054,0.149979661
267.0539054,0.149148668
267.0539054,0.148317676
267.1507151,0.148317676
267.1507151,0.147486683
267.2475248,0.147486683
267.2475248,0.14665569
267.2475248,0.145824697
267.3443344,0.14665569
267.3443344,0.145824697
267.4411441,0.145824697
267.4411441,0.144993705
267.4411441,0.144162712
267.5379538,0.144993705
267.5379538,0.144162712
267.5379538,0.143331719
267.6347635,0.143331719
267.6347635,0.142500726
267.6347635,0.141669734
267.7315732,0.141669734
267.7315732,0.140838741
267.7315732,0.140007748
267.8283828,0.140838741
267.8283828,0.140007748
267.9251925,0.140007748
267.9251925,0.139176755
268.0220022,0.139176755
268.0220022,0.138345763
268.1188119,0.138345763
268.1188119,0.13751477
268.1188119,0.136683777
268.2156216,0.13751477
268.2156216,0.136683777
268.2156216,0.135852785
268.3124312,0.136683777
268.3124312,0.135852785
268.3124312,0.135021792
268.4092409,0.135021792
268.4092409,0.134190799
268.5060506,0.134190799
268.5060506,0.133359806
268.6028603,0.134190799
268.6028603,0.133359806
268.6028603,0.132528814
268.69967,0.132528814
268.69967,0.131697821
268.7964796,0.131697821
268.7964796,0.130866828
268.7964796,0.130035835
268.8932893,0.130035835
268.8932893,0.129204843
268.990099,0.129204843
268.990099,0.12837385
268.990099,0.127542857
269.0869087,0.127542857
269.0869087,0.126711864
269.0869087,0.125880872
269.1837184,0.126711864
269.1837184,0.125880872
269.1837184,0.125049879
269.2805281,0.125049879
269.2805281,0.124218886
269.2805281,0.123387893
269.3773377,0.123387893
269.3773377,0.122556901
269.4741474,0.122556901
269.4741474,0.121725908
269.4741474,0.120894915
269.5709571,0.120894915
269.5709571,0.120063923
269.6677668,0.120063923
269.6677668,0.11923293
269.6677668,0.118401937
269.6677668,0.117570944
269.7645765,0.117570944
269.7645765,0.116739952
269.7645765,0.115908959
269.8613861,0.115908959
269.8613861,0.115077966
269.8613861,0.114246973
269.9581958,0.114246973
269.9581958,0.113415981
270.0550055,0.113415981
270.0550055,0.112584988
270.1518152,0.111753995
270.1518152,0.110923002
270.1518152,0.11009201
270.2486249,0.109261017
270.2486249,0.108430024
270.2486249,0.106768039
270.3454345,0.107599031
270.3454345,0.106768039
270.3454345,0.105937046
270.3454345,0.105106053
270.4422442,0.105106053
270.4422442,0.104275061
270.5390539,0.104275061
270.5390539,0.103444068
270.5390539,0.102613075
270.5390539,0.101782082
270.6358636,0.101782082
270.6358636,0.10095109
270.7326733,0.100120097
270.7326733,0.099289104
270.7326733,0.098458111
270.7326733,0.097627119
270.7326733,0.096796126
270.8294829,0.096796126
270.8294829,0.095965133
270.9262926,0.095965133
270.9262926,0.09513414
270.9262926,0.094303148
271.0231023,0.094303148
271.0231023,0.093472155
271.0231023,0.092641162
271.0231023,0.091810169
271.119912,0.091810169
271.119912,0.090979177
271.2167217,0.090979177
271.2167217,0.090148184
271.2167217,0.089317191
271.3135314,0.089317191
271.3135314,0.088486199
271.3135314,0.087655206
271.3135314,0.086824213
271.410341,0.086824213
271.410341,0.08599322
271.410341,0.085162228
271.5071507,0.086824213
271.5071507,0.08599322
271.5071507,0.085162228
271.5071507,0.084331235
271.6039604,0.084331235
271.6039604,0.083500242
271.6039604,0.082669249
271.7007701,0.082669249
271.7007701,0.081838257
271.7975798,0.081007264
271.7975798,0.080176271
271.8943894,0.080176271
271.8943894,0.079345278
271.8943894,0.078514286
271.8943894,0.077683293
271.9911991,0.077683293
271.9911991,0.0768523
271.9911991,0.076021308
272.0880088,0.076021308
