wavelength,absorbance
239.9644333,-0.009127915
240.0611318,-0.014450818
240.2061795,-0.020306012
240.2545288,-0.016579979
240.2545288,-0.024032044
240.3512273,-0.027225786
240.4479258,-0.016579979
240.4479258,-0.020838302
240.6413227,-0.009127915
240.7380212,-0.012321657
240.883069,-0.014983108
241.0281167,-0.016579979
241.0281167,-0.019773722
241.1248152,-0.013386237
241.1731645,-0.009660205
241.269863,-0.006998753
241.3182122,-0.011257076
241.4149107,0.002582473
241.4149107,-0.000611269
241.5116092,-0.008063334
241.5116092,-0.012321657
241.6083077,-0.016579979
241.6083077,-0.019773722
241.7050062,-0.012321657
241.8017047,-0.009127915
241.8984032,-0.003805011
241.9951017,-0.009127915
242.0918001,-0.013386237
242.1884986,-0.005934173
242.1884986,-0.009127915
242.3335464,-0.002740431
242.4785941,-0.003805011
242.5752926,-0.010192495
242.6719911,-0.003805011
242.7686896,-0.010192495
242.9137373,-0.003272721
243.0587851,-0.00167585
243.0587851,-0.004869592
243.1554836,-0.013386237
243.2038328,-0.009127915
243.2521821,-0.003805011
243.3972298,0.006840796
243.3972298,0.003114763
243.5906268,0.001517892
243.7840238,0.005776215
243.9290715,-0.00167585
244.0741192,0.007905376
244.2675162,0.007373086
244.3158655,0.011099118
244.412564,0.001517892
244.4609132,0.005776215
244.6704266,0.011099118
244.7993579,0.002582473
244.8960564,0.007905376
245.0411042,0.01322828
245.3311997,0.007905376
245.4762474,0.011099118
245.4762474,0.007905376
245.6212951,0.01429286
245.6696444,0.017486602
245.7663429,0.01322828
245.9113906,0.018551183
246.1047876,0.018018893
246.2498353,0.023874087
246.2981846,0.020680344
246.4432323,0.01429286
246.5882801,0.018551183
246.701095,0.022099785
246.8300263,0.019615764
246.9267248,0.028132409
246.9267248,0.024938667
247.0717725,0.031326151
247.2168203,0.034519893
247.2168203,0.030261571
247.3135188,0.037713635
247.361868,0.039842797
247.5069157,0.0451657
247.6036142,0.048359442
247.7970112,0.052617765
248.0387575,0.058472959
248.2321544,0.064860443
248.4739007,0.072844798
248.8606946,0.079232282
249.1991394,0.079232282
249.5859333,0.086152057
249.6826318,0.09094267
