wavelength,absorbance
238.5350098,-0.013789675
238.5350098,-0.018056491
238.5350098,-0.022323306
238.6314913,-0.005256044
238.6797321,-0.010589564
238.8244543,-0.016989787
238.9691765,-0.014856379
239.1621395,-0.020189898
239.258621,-0.023923362
239.3068618,-0.020189898
239.3068618,-0.027656826
239.451584,-0.011656268
239.451584,-0.015389731
239.644547,-0.016989787
239.6927877,-0.013789675
239.83751,-0.018056491
239.8857507,-0.013789675
239.9822322,-0.010589564
240.0787137,-0.013789675
240.0787137,-0.016989787
240.2716767,-0.018056491
240.2716767,-0.022323306
240.3681582,-0.026590122
240.4646397,-0.018056491
240.4646397,-0.022323306
240.7058434,-0.011122916
240.8988064,-0.016456435
241.0435286,-0.018056491
241.1882509,-0.011122916
241.1400101,-0.014856379
241.2847324,-0.007389452
241.3329731,-0.011656268
241.4294546,-0.000989229
241.5259361,-0.00952286
241.5259361,-0.012722971
241.6224176,-0.018056491
241.7832201,-0.013078539
241.9118621,-0.005256044
242.0565843,-0.011656268
242.2013065,-0.007389452
242.2013065,-0.010589564
242.3460288,-0.003655989
242.490751,-0.003122637
242.490751,-0.006322748
242.5872325,-0.010589564
242.683714,-0.005256044
242.7801955,-0.011656268
242.9249177,-0.00418934
243.06964,-0.000989229
243.06964,-0.005256044
243.2143622,-0.010589564
243.262603,-0.005256044
243.4073252,0.005410994
243.4073252,0.001677531
243.6002882,7.7475E-05
243.8093314,0.003988722
243.9379734,-0.000989229
244.0826956,0.006477698
244.2917389,0.00789997
244.2274179,0.00434429
244.4686216,0.003810939
244.4203809,7.7475E-05
244.6615846,0.011277866
244.7098253,0.007544402
244.8063068,7.7475E-05
244.9027883,0.006477698
245.0475106,0.011811218
245.1922328,0.010744514
245.336955,0.00701105
245.4816773,0.00967781
245.4816773,0.006477698
245.6263995,0.012877921
245.722881,0.015011329
245.7711218,0.010744514
245.915844,0.017144737
246.108807,0.016611385
246.30177,0.0208782
246.3982515,0.016078033
246.5912144,0.017144737
246.6876959,0.021411552
246.8324182,0.020344848
246.8324182,0.017144737
246.9288997,0.024611664
247.1701034,0.031011887
247.2183441,0.027811776
247.3630664,0.038478814
247.3148256,0.036345406
247.5077886,0.043812334
247.5077886,0.040612222
247.6525109,0.047012445
247.7972331,0.051279261
247.9419553,0.05661278
248.0866776,0.05661278
248.2313998,0.064079707
248.376122,0.065146411
248.5208443,0.072079986
248.4726035,0.068346522
248.6655665,0.068346522
248.762048,0.073680042
248.9067703,0.079013561
249.1962147,0.079013561
249.340937,0.075813449
249.5821407,0.085413784
249.6947024,0.088969464
249.8715852,0.085413784
250.0163074,0.085413784
250.1610297,0.088613896
250.3539926,0.088613896
250.4987149,0.095014119
250.4987149,0.090747304
250.4987149,0.087547192
250.5951964,0.101414342
250.6916779,0.095014119
250.7399186,0.091280656
250.8846408,0.099280935
250.9328816,0.096080823
251.0776038,0.091814007
251.1740853,0.096080823
251.3348878,0.103903318
251.2705668,0.100347638
251.4635298,0.097147527
251.608252,0.102481046
251.7529743,0.105681158
251.7529743,0.101414342
251.8494558,0.095014119
251.9459373,0.101414342
252.0906595,0.105681158
252.2997027,0.116703764
252.2353817,0.112081381
252.4283447,0.114214789
252.6695485,0.13394881
252.6213077,0.130215347
252.8142707,0.138748978
252.9107522,0.154749536
252.9107522,0.15048272
253.0072337,0.163283167
253.2001967,0.185683948
253.7790856,0.252886291
253.7790856,0.24968618
253.8755671,0.258219811
253.9720486,0.265686738
253.9720486,0.261419922
254.1650116,0.276353776
254.4544561,0.290220927
254.840382,0.293421038
255.1298265,0.304088077
255.9016784,0.282754
256.1911229,0.266753442
256.5288081,0.256086403
256.6735304,0.251819587
256.9147341,0.244886012
256.9629749,0.241152549
257.0594564,0.236885733
257.2041786,0.231552214
257.3006601,0.227285399
257.4936231,0.226218695
257.4453823,0.224085287
257.6383453,0.227285399
257.7348268,0.220885175
257.879549,0.216085008
258.072512,0.209684785
258.2172343,0.204884617
258.3619565,0.209151433
258.5066787,0.212351544
258.5066787,0.209151433
258.6031602,0.21661836
258.6996417,0.226218695
258.7961232,0.236885733
258.7961232,0.232618918
258.8926047,0.255019699
258.8926047,0.250752884
258.8926047,0.246486068
258.8926047,0.243285957
258.9890862,0.276353776
258.9890862,0.272086961
258.9890862,0.267820145
258.9890862,0.260353218
259.2785307,0.360623382
259.3750122,0.417158687
259.3750122,0.413958575
259.3750122,0.400091425
259.3750122,0.395824609
259.3750122,0.392624498
259.4714937,0.449159803
259.4714937,0.445959691
259.4714937,0.440626172
259.4714937,0.436359356
259.4714937,0.432092541
259.4714937,0.427825725
259.4714937,0.424625614
259.5679752,0.455560026
259.6644566,0.500361588
259.6644566,0.496094773
259.6644566,0.491827957
259.6644566,0.486494438
259.7609381,0.515295442
259.7609381,0.512095331
